timestamp(ms),Error,Error Integral,Error Derivative,Engine RPM Target,Engine RPM,Secondary RPM,Target Ratio,Measured Ratio,Stepper Position,Kp,Ki,Kd,
"267.715","0","0","0","3000","1387","389","3.9","3.57","0.5",,,,
"267.716","0","0","0",,,,,,,"-0.25","0","-0.1",
"267.766","0","0","0","3000","1385","385","3.9","3.6","0.5",,,,
"267.767","0","0","0",,,,,,,"-0.25","0","-0.1",
"267.817","0","0","0","3000","1394","387","3.9","3.6","0.5",,,,
"267.818","0","0","0",,,,,,,"-0.25","0","-0.1",
"267.868","0","0","0","3000","1392","387","3.9","3.6","0.5",,,,
"267.869","0","0","0",,,,,,,"-0.25","0","-0.1",
"267.919","0","0","0","3000","1387","388","3.9","3.58","0.5",,,,
"267.92","0","0","0",,,,,,,"-0.25","0","-0.1",
"267.97","0","0","0","3000","1379","385","3.9","3.58","0.5",,,,
"267.971","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.021","0","0","0","3000","1374","383","3.9","3.59","0.5",,,,
"268.022","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.072","0","0","0","3000","1376","383","3.9","3.59","0.5",,,,
"268.073","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.123","0","0","0","3000","1387","382","3.9","3.63","0.5",,,,
"268.124","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.174","0","0","0","3000","1404","386","3.9","3.64","0.5",,,,
"268.175","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.225","0","0","0","3000","1399","389","3.9","3.59","0.5",,,,
"268.226","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.276","0","0","0","3000","1397","390","3.9","3.59","0.5",,,,
"268.277","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.327","0","0","0","3000","1411","391","3.9","3.61","0.5",,,,
"268.328","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.378","0","0","0","3000","1421","393","3.9","3.62",,,,,
"268.379","0","0","0",,,,,,"0.5","-0.25","0","-0.1",
"268.429","0","0","0","3000","1433","397","3.9","3.61","0.5",,,,
"268.43","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.48","0","0","0","3000","1429","399","3.9","3.58","0.5",,,,
"268.481","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.531","0","0","0","3000","1429","396","3.9","3.61","0.5",,,,
"268.532","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.582","0","0","0","3000","1433","397","3.9","3.61","0.5",,,,
"268.583","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.633","0","0","0","3000","1443","400","3.9","3.61","0.5",,,,
"268.634","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.684","0","0","0","3000","1455","402","3.9","3.62","0.5",,,,
"268.685","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.735","0","0","0","3000","1444","403","3.9","3.59","0.5",,,,
"268.736","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.786","0","0","0","3000","1437","400","3.9","3.59","0.5",,,,
"268.787","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.837","0","0","0","3000","1439","402","3.9","3.58","0.5",,,,
"268.838","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.888","0","0","0","3000","1438","401","3.9","3.59","0.5",,,,
"268.889","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.939","0","0","0","3000","1436","399","3.9","3.6","0.5",,,,
"268.94","0","0","0",,,,,,,"-0.25","0","-0.1",
"268.99","0","0","0","3000","1422","399","3.9","3.57","0.5",,,,
"268.991","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.041","0","0","0","3000","1424","398","3.9","3.58","0.5",,,,
"269.042","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.092","0","0","0","3000","1429","398","3.9","3.59","0.5",,,,
"269.093","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.143","0","0","0","3000","1437","397","3.9","3.62","0.5",,,,
"269.144","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.194","0","0","0","3000","1438","398","3.9","3.62","0.5",,,,
"269.195","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.245","0","0","0","3000","1416","398","3.9","3.55","0.5",,,,
"269.246","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.296","0","0","0","3000","1411","395","3.9","3.57","0.5",,,,
"269.297","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.347","0","0","0","3000","1410","392","3.9","3.6","0.5",,,,
"269.348","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.398","0","0","0","3000","1420","394","3.9","3.61","0.5",,,,
"269.399","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.449","0","0","0","3000","1425","394","3.9","3.61","0.5",,,,
"269.45","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.5","0","0","0","3000","1419","397","3.9","3.58","0.5",,,,
"269.501","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.551","0","0","0","3000","1408","393","3.9","3.58","0.5",,,,
"269.552","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.602","0","0","0","3000","1392","393","3.9","3.54","0.5",,,,
"269.603","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.653","0","0","0","3000","1402","390","3.9","3.6","0.5",,,,
"269.654","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.704","0","0","0","3000","1410","388","3.9","3.63","0.5",,,,
"269.705","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.755","0","0","0","3000","1411","392","3.9","3.6","0.5",,,,
"269.756","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.806","0","0","0","3000","1419","394","3.9","3.61","0.5",,,,
"269.807","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.857","0","0","0","3000","1433","397","3.9","3.61","0.5",,,,
"269.858","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.908","0","0","0","3000","1429","395","3.9","3.61","0.5",,,,
"269.909","0","0","0",,,,,,,"-0.25","0","-0.1",
"269.959","0","0","0","3000","1426","397","3.9","3.6","0.5",,,,
"269.96","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.01","0","0","0","3000","1432","398","3.9","3.59","0.5",,,,
"270.011","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.061","0","0","0","3000","1431","396","3.9","3.61","0.5",,,,
"270.062","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.112","0","0","0","3000","1431","397","3.9","3.61","0.5",,,,
"270.113","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.163","0","0","0","3000","1439","398","3.9","3.62","0.5",,,,
"270.164","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.214","0","0","0","3000","1451","400","3.9","3.63","0.5",,,,
"270.215","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.265","0","0","0","3000","1460","405","3.9","3.61","0.5",,,,
"270.266","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.316","0","0","0","3000","1460","404","3.9","3.61","0.5",,,,
"270.317","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.367","0","0","0","3000","1456","404","3.9","3.6","0.5",,,,
"270.368","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.418","0","0","0","3000","1926","405","3.9","4.75","0.5",,,,
"270.419","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.469","0","0","0","3000","1472","402","3.9","3.66","0.5",,,,
"270.47","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.52","0","0","0","3000","1436","401","3.9","3.58","0.5",,,,
"270.521","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.571","0","0","0","3000","1433","399","3.9","3.59","0.5",,,,
"270.572","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.622","0","0","0","3000","1433","399","3.9","3.59","0.5",,,,
"270.623","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.673","0","0","0","3000","1438","400","3.9","3.59","0.5",,,,
"270.674","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.724","0","0","0","3000","1447","399","3.9","3.63","0.5",,,,
"270.725","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.775","0","0","0","3000","1459","402","3.9","3.63","0.5",,,,
"270.776","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.826","0","0","0","3000","1450","403","3.9","3.6","0.5",,,,
"270.827","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.877","0","0","0","3000","1442","403","3.9","3.58","0.5",,,,
"270.878","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.928","0","0","0","3000","1442","401","3.9","3.59","0.5",,,,
"270.929","0","0","0",,,,,,,"-0.25","0","-0.1",
"270.979","0","0","0","3000","1443","401","3.9","3.6","0.5",,,,
"270.98","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.03","0","0","0","3000","1445","402","3.9","3.59","0.5",,,,
"271.031","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.081","0","0","0","3000","1438","402","3.9","3.58","0.5",,,,
"271.082","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.132","0","0","0","3000","1432","399","3.9","3.59","0.5",,,,
"271.133","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.183","0","0","0","3000","1432","400","3.9","3.58","0.5",,,,
"271.184","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.234","0","0","0","3000","1432","398","3.9","3.59","0.5",,,,
"271.235","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.285","0","0","0","3000","1431","398","3.9","3.6","0.5",,,,
"271.286","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.336","0","0","0","3000","1433","400","3.9","3.58","0.5",,,,
"271.337","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.387","0","0","0","3000","1438","398","3.9","3.61","0.5",,,,
"271.388","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.438","0","0","0","3000","1443","402","3.9","3.59","0.5",,,,
"271.439","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.489","0","0","0","3000","1441","402","3.9","3.59","0.5",,,,
"271.49","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.54","0","0","0","3000","1439","400","3.9","3.6","0.5",,,,
"271.541","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.591","0","0","0","3000","1448","401","3.9","3.61","0.5",,,,
"271.592","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.642","0","0","0","3000","1438","401","3.9","3.59","0.5",,,,
"271.643","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.693","0","0","0","3000","1415","399","3.9","3.54","0.5",,,,
"271.694","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.744","0","0","0","3000","1410","395","3.9","3.57","0.5",,,,
"271.745","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.795","0","0","0","3000","1404","391","3.9","3.59","0.5",,,,
"271.796","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.846","0","0","0","3000","1403","392","3.9","3.58","0.5",,,,
"271.847","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.897","0","0","0","3000","1407","390","3.9","3.61","0.5",,,,
"271.898","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.948","0","0","0","3000","1417","391","3.9","3.62","0.5",,,,
"271.949","0","0","0",,,,,,,"-0.25","0","-0.1",
"271.999","0","0","0","3000","1427","395","3.9","3.61","0.5",,,,
"272","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.05","0","0","0","3000","1432","397","3.9","3.61","0.5",,,,
"272.051","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.101","0","0","0","3000","1426","400","3.9","3.57","0.5",,,,
"272.102","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.152","0","0","0","3000","1432","397","3.9","3.61","0.5",,,,
"272.153","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.203","0","0","0","3000","1446","399","3.9","3.62","0.5",,,,
"272.204","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.254","0","0","0","3000","1441","402","3.9","3.59","0.5",,,,
"272.255","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.305","0","0","0","3000","1437","400","3.9","3.59","0.5",,,,
"272.306","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.356","0","0","0","3000","1439","399","3.9","3.6","0.5",,,,
"272.357","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.407","0","0","0","3000","1443","400","3.9","3.61","0.5",,,,
"272.408","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.458","0","0","0","3000","1448","402","3.9","3.6","0.5",,,,
"272.459","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.509","0","0","0","3000","1462","405","3.9","3.61","0.5",,,,
"272.51","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.56","0","0","0","3000","1466","405","3.9","3.62","0.5",,,,
"272.561","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.611","0","0","0","3000","1467","408","3.9","3.6","0.5",,,,
"272.612","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.662","0","0","0","3000","1462","409","3.9","3.58","0.5",,,,
"272.663","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.713","0","0","0","3000","1460","406","3.9","3.59","0.5",,,,
"272.714","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.764","0","0","0","3000","1463","407","3.9","3.59","0.5",,,,
"272.765","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.815","0","0","0","3000","1463","406","3.9","3.6","0.5",,,,
"272.816","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.866","0","0","0","3000","1463","408","3.9","3.59","0.5",,,,
"272.867","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.917","0","0","0","3000","1474","409","3.9","3.6","0.5",,,,
"272.918","0","0","0",,,,,,,"-0.25","0","-0.1",
"272.968","0","0","0","3000","1472","408","3.9","3.61","0.5",,,,
"272.969","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.019","0","0","0","3000","1456","410","3.9","3.55","0.5",,,,
"273.02","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.07","0","0","0","3000","1463","406","3.9","3.6","0.5",,,,
"273.071","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.121","0","0","0","3000","1471","406","3.9","3.62","0.5",,,,
"273.122","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.172","0","0","0","3000","1471","410","3.9","3.59","0.5",,,,
"273.173","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.223","0","0","0","3000","1469","408","3.9","3.6","0.5",,,,
"273.224","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.274","0","0","0","3000","1464","409","3.9","3.58","0.5",,,,
"273.275","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.325","0","0","0","3000","1460","408","3.9","3.58","0.5",,,,
"273.326","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.376","0","0","0","3000","1440","405","3.9","3.56","0.5",,,,
"273.377","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.427","0","0","0","3000","1419","399","3.9","3.56","0.5",,,,
"273.428","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.478","0","0","0","3000","1420","397","3.9","3.58","0.5",,,,
"273.479","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.529","0","0","0","3000","1425","395","3.9","3.61","0.5",,,,
"273.53","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.58","0","0","0","3000","1418","397","3.9","3.57","0.5",,,,
"273.581","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.631","0","0","0","3000","1419","394","3.9","3.6","0.5",,,,
"273.632","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.682","0","0","0","3000","1422","397","3.9","3.58","0.5",,,,
"273.683","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.733","0","0","0","3000","1420","396","3.9","3.59","0.5",,,,
"273.734","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.784","0","0","0","3000","1420","395","3.9","3.6","0.5",,,,
"273.785","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.835","0","0","0","3000","1432","396","3.9","3.62","0.5",,,,
"273.836","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.886","0","0","0","3000","1443","398","3.9","3.62","0.5",,,,
"273.887","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.937","0","0","0","3000","1459","402","3.9","3.63","0.5",,,,
"273.938","0","0","0",,,,,,,"-0.25","0","-0.1",
"273.988","0","0","0","3000","1464","402","3.9","3.64","0.5",,,,
"273.989","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.039","0","0","0","3000","1474","406","3.9","3.63","0.5",,,,
"274.04","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.09","0","0","0","3000","1482","411","3.9","3.61","0.5",,,,
"274.091","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.141","0","0","0","3000","1472","411","3.9","3.58","0.5",,,,
"274.142","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.192","0","0","0","3000","1466","409","3.9","3.58","0.5",,,,
"274.193","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.243","0","0","0","3000","1480","410","3.9","3.61","0.5",,,,
"274.244","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.294","0","0","0","3000","1470","409","3.9","3.59","0.5",,,,
"274.295","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.345","0","0","0","3000","1453","410","3.9","3.54","0.5",,,,
"274.346","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.396","0","0","0","3000","1443","403","3.9","3.58","0.5",,,,
"274.397","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.447","0","0","0","3000","1439","400","3.9","3.59","0.5",,,,
"274.448","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.498","0","0","0","3000","1428","401","3.9","3.56","0.5",,,,
"274.499","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.549","0","0","0","3000","1427","398","3.9","3.58","0.5",,,,
"274.55","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.6","0","0","0","3000","1428","397","3.9","3.59","0.5",,,,
"274.601","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.651","0","0","0","3000","1411","395","3.9","3.57","0.5",,,,
"274.652","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.702","0","0","0","3000","1397","391","3.9","3.57","0.5",,,,
"274.703","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.753","0","0","0","3000","1405","392","3.9","3.59","0.5",,,,
"274.754","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.804","0","0","0","3000","1405","390","3.9","3.61","0.5",,,,
"274.805","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.855","0","0","0","3000","1403","389","3.9","3.6","0.5",,,,
"274.856","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.906","0","0","0","3000","1403","392","3.9","3.58","0.5",,,,
"274.907","0","0","0",,,,,,,"-0.25","0","-0.1",
"274.957","0","0","0","3000","1405","390","3.9","3.6","0.5",,,,
"274.958","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.008","0","0","0","3000","1417","394","3.9","3.6","0.5",,,,
"275.009","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.059","0","0","0","3000","1420","393","3.9","3.62","0.5",,,,
"275.06","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.11","0","0","0","3000","1425","396","3.9","3.6","0.5",,,,
"275.111","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.161","0","0","0","3000","1431","398","3.9","3.59","0.5",,,,
"275.162","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.212","0","0","0","3000","1442","397","3.9","3.63","0.5",,,,
"275.213","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.263","0","0","0","3000","1451","401","3.9","3.62","0.5",,,,
"275.264","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.314","0","0","0","3000","1450","402","3.9","3.61","0.5",,,,
"275.315","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.365","0","0","0","3000","1447","404","3.9","3.58","0.5",,,,
"275.366","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.416","0","0","0","3000","1445","402","3.9","3.59","0.5",,,,
"275.417","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.467","0","0","0","3000","1436","401","3.9","3.58","0.5",,,,
"275.468","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.518","0","0","0","3000","1425","400","3.9","3.56","0.5",,,,
"275.519","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.569","0","0","0","3000","1425","396","3.9","3.6","0.5",,,,
"275.57","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.62","0","0","0","3000","1427","395","3.9","3.61",,,,,
"275.621","0","0","0",,,,,,"0.5","-0.25","0","-0.1",
"275.671","0","0","0","3000","1425","397","3.9","3.59","0.5",,,,
"275.672","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.722","0","0","0","3000","1419","395","3.9","3.59","0.5",,,,
"275.723","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.773","0","0","0","3000","1412","395","3.9","3.58","0.5",,,,
"275.774","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.824","0","0","0","3000","1431","395","3.9","3.62","0.5",,,,
"275.825","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.875","0","0","0","3000","1446","397","3.9","3.64","0.5",,,,
"275.876","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.926","0","0","0","3000","1460","404","3.9","3.62","0.5",,,,
"275.927","0","0","0",,,,,,,"-0.25","0","-0.1",
"275.977","0","0","0","3000","1461","403","3.9","3.63","0.5",,,,
"275.978","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.028","0","0","0","3000","1461","406","3.9","3.6","0.5",,,,
"276.029","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.079","0","0","0","3000","1468","407","3.9","3.61","0.5",,,,
"276.08","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.13","0","0","0","3000","1454","406","3.9","3.58","0.5",,,,
"276.131","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.181","0","0","0","3000","1425","404","3.9","3.53","0.5",,,,
"276.182","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.232","0","0","0","3000","1434","399","3.9","3.6","0.5",,,,
"276.233","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.283","0","0","0","3000","1444","397","3.9","3.64","0.5",,,,
"276.284","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.334","0","0","0","3000","1440","401","3.9","3.59","0.5",,,,
"276.335","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.385","0","0","0","3000","1435","401","3.9","3.58","0.5",,,,
"276.386","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.436","0","0","0","3000","1434","399","3.9","3.59","0.5",,,,
"276.437","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.487","0","0","0","3000","1914","399","3.9","4.8","0.5",,,,
"276.488","0","0","0",,,,,,,"-0.25","0","-0.1",
"276.538","0","0","0","3000","1882","399","3.9","4.72","0.5",,,,
